userId,rating,movieId
1,4.0,Adventure|Animation|Children|Comedy|Fantasy
1,4.0,Comedy|Romance
1,4.0,Action|Crime|Thriller
1,5.0,Mystery|Thriller
1,5.0,Crime|Mystery|Thriller
1,3.0,Action|Comedy|Horror|Thriller
1,5.0,Adventure|Comedy|Crime|Romance
1,4.0,Action|Drama|War
1,5.0,Action|Drama|Romance|War
1,5.0,Comedy|War
1,5.0,Action|Romance|Western
1,5.0,Comedy
1,3.0,Comedy
1,5.0,Adventure|Comedy
1,4.0,Comedy|Drama
1,5.0,Action|Adventure|Sci-Fi
1,3.0,Comedy|Crime|Drama|Thriller
1,3.0,Action|Adventure|Sci-Fi
1,5.0,Comedy
1,4.0,Action|Crime|Drama|Thriller
1,4.0,Comedy|Drama|Romance|War
1,5.0,Adventure|Children|Romance
1,4.0,Action|Comedy|Crime|Fantasy
1,3.0,Action|Thriller
1,4.0,Comedy
1,5.0,Thriller
1,4.0,Action|Adventure|Sci-Fi|Thriller
1,3.0,Comedy|Drama
1,5.0,Drama|War
1,4.0,Comedy|Romance|Thriller
1,4.0,Action|Adventure|Comedy|Romance
1,5.0,Action|Drama|Western
1,4.0,Adventure|Drama|Western
1,4.0,Action|Crime|Thriller
1,4.0,Crime|Horror|Thriller
1,5.0,Animation|Children|Fantasy|Musical
1,5.0,Comedy|Crime|Drama|Thriller
1,3.0,Action|Adventure|Mystery|Thriller
1,5.0,Adventure|Animation|Children|Fantasy|Musical
1,3.0,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
1,4.0,Action|Adventure|Thriller
1,3.0,Action|Adventure|Romance|Thriller
1,3.0,Action|Adventure|Sci-Fi|Thriller
1,4.0,Comedy|Romance
1,5.0,Adventure|Children|Fantasy|Musical
1,5.0,Drama|Mystery
1,5.0,Action|Adventure|Romance
1,4.0,Drama|Fantasy|Romance
1,5.0,Drama
1,3.0,Adventure|Children|Fantasy
1,5.0,Animation|Children|Musical
1,5.0,Animation|Children|Musical
1,5.0,Animation|Children|Fantasy|Musical
1,5.0,Animation|Children|Drama|Musical
1,3.0,Adventure|Animation|Children|Musical
1,5.0,Adventure|Children|Musical
1,5.0,Adventure|Animation|Children|Fantasy|Musical
1,4.0,Comedy|Drama
1,5.0,Action|Adventure
1,4.0,Comedy|Drama
1,5.0,Children|Comedy|Fantasy|Musical
1,5.0,Comedy
1,5.0,Crime|Mystery|Thriller
1,4.0,Drama|War
1,5.0,Crime|Mystery|Thriller
1,5.0,Children|Drama|Sci-Fi
1,4.0,Action|Adventure|Sci-Fi|Thriller
1,5.0,Adventure|Comedy|Fantasy
1,5.0,Action|Adventure|Sci-Fi
1,5.0,Action|Adventure|Comedy|Fantasy|Romance
1,5.0,Action|Adventure
1,5.0,Crime|Drama|Sci-Fi|Thriller
1,4.0,Action|Drama|War
1,5.0,Action|Adventure|Sci-Fi
1,5.0,Crime|Drama
1,4.0,Horror|Sci-Fi
1,2.0,Crime|Horror
1,5.0,Action|Comedy|Musical
1,5.0,Drama|War
1,5.0,Action|Drama|Romance|War
1,5.0,Drama|Romance
1,5.0,Action|Sci-Fi|Thriller
1,5.0,Comedy|Musical|War
1,3.0,Horror
1,4.0,Comedy|Fantasy|Romance
1,5.0,Adventure|Comedy|Sci-Fi
1,5.0,Action|Adventure|Fantasy
1,5.0,Comedy|Fantasy
1,5.0,Animation|Children|Fantasy|Musical
1,5.0,Action|Adventure
1,5.0,Drama|Musical
1,4.0,Horror
1,3.0,Action|Crime
1,3.0,Action|Comedy|Crime|Drama|Sci-Fi
1,3.0,Action|Romance|War|Western
1,3.0,Comedy|War
1,4.0,Action|Comedy|Crime|Drama
1,4.0,Comedy|Crime|Romance
1,5.0,Action|Adventure|Comedy
1,4.0,Action|Adventure|Thriller
1,5.0,Action|Crime|Drama|Thriller
1,3.0,Action|Comedy|Sci-Fi
1,5.0,Action|Adventure|Fantasy
1,5.0,Crime|Film-Noir|Mystery|Thriller
1,4.0,Crime|Drama|Mystery|Thriller
1,5.0,Drama|Mystery|Thriller
1,3.0,Horror|Mystery|Thriller
1,3.0,Action|Sci-Fi
1,5.0,Comedy|Crime
1,4.0,Comedy|Romance
1,4.0,Comedy
1,5.0,Crime|Drama
1,4.0,Crime|Drama|Mystery|Thriller
1,4.0,Animation|Children|Fantasy|War
1,5.0,Action|Drama|War
1,5.0,Drama
1,4.0,Adventure|Fantasy|Musical
1,4.0,Action|Comedy|Crime|Drama
1,5.0,Action|Adventure|Children|Comedy|Fantasy
1,4.0,Adventure|Comedy|Sci-Fi|Western
1,5.0,Animation|Children|Drama
1,4.0,Action|Drama|War
1,5.0,Adventure|Animation|Children|Fantasy
1,4.0,Adventure|Children|Sci-Fi
1,5.0,Action|Animation|Children|Crime
1,4.0,Adventure|Children|Comedy|Fantasy|Sci-Fi
1,5.0,Action|Crime|Drama|Mystery|Thriller
1,5.0,Animation|Children|Comedy|Musical
1,5.0,Adventure|Animation|Children|Crime|Drama
1,3.0,Adventure|Children|Fantasy
1,5.0,Action|Adventure|Sci-Fi
1,4.0,Animation|Children|Musical
1,4.0,Adventure|Animation|Children|Musical
1,4.0,Action|Adventure|Sci-Fi
1,5.0,Action|Adventure|Fantasy
1,5.0,Adventure|Animation|Children|Fantasy
1,5.0,Animation|Children
1,5.0,Adventure|Animation|Children|Drama
1,5.0,Adventure|Animation|Children|Comedy
1,4.0,Adventure|Fantasy|Romance
1,5.0,Adventure|Children|Fantasy
1,4.0,Comedy|Fantasy
1,4.0,Action|Adventure|Fantasy
1,2.0,Comedy|Fantasy
1,4.0,Crime|Drama|Thriller
1,4.0,Action|Comedy|Crime|Thriller
1,5.0,Drama|Fantasy|Romance
1,5.0,Crime|Drama
1,2.0,Horror|Mystery|Thriller
1,5.0,Action|Thriller
1,4.0,Action|Adventure|Fantasy|Horror
1,5.0,Comedy|Crime
1,2.0,Crime|Horror|Thriller
1,5.0,Comedy|Drama
1,4.0,Action|Adventure|Comedy|Romance
1,3.0,Action|Adventure|Children|Fantasy|Mystery|Thriller
1,5.0,Action|Drama|War
1,4.0,Adventure|Comedy|Sci-Fi
1,5.0,Horror
1,5.0,Adventure|Comedy
1,4.0,Comedy|Western
1,4.0,Comedy|Romance
1,5.0,Comedy|Crime
1,3.0,Action|Adventure|Sci-Fi
1,5.0,Action|Drama|Sci-Fi
1,5.0,Comedy|Crime|Thriller
1,5.0,Action|Sci-Fi|Thriller
1,5.0,Comedy|Crime
1,5.0,Comedy|Drama
1,4.0,Action|Crime
1,2.0,Action|Adventure|Comedy|Fantasy|Horror|Thriller
1,4.0,Action|Adventure|Sci-Fi
1,4.0,Action|Adventure|Sci-Fi
1,5.0,Action|Sci-Fi
1,4.0,Horror
1,4.0,Drama|Horror|Sci-Fi
1,5.0,Drama|Fantasy|Horror
1,3.0,Comedy|Horror|Musical|Sci-Fi
1,5.0,Action|Crime
1,5.0,Animation|Comedy|Musical
1,5.0,Action|Comedy|Sci-Fi
1,5.0,Adventure|Animation|Children|Drama|Sci-Fi
1,4.0,Comedy|Drama|Fantasy|Romance
1,4.0,Action|Adventure|Fantasy
1,5.0,Drama|Romance
1,5.0,Adventure|Fantasy
1,5.0,Adventure|Animation|Children
1,4.0,Action|Adventure|Sci-Fi|Thriller
1,5.0,Action|Drama|War
1,5.0,Action|Adventure|Thriller
1,5.0,Action|Adventure|Thriller
1,5.0,Action|Adventure|Thriller
1,5.0,Action|Crime|Drama|Thriller
1,4.0,Action|Crime|Drama|Sci-Fi|Thriller
1,5.0,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1,5.0,Action|Adventure|Thriller
1,5.0,Action|Adventure|Thriller
1,4.0,Comedy|Drama|Fantasy
1,5.0,Comedy|Sci-Fi
1,5.0,Adventure|Animation|Children|Comedy|Musical
1,5.0,Adventure|Comedy|Fantasy
1,5.0,Drama|War
1,4.0,Action|Drama|War
1,5.0,Crime|Drama
1,4.0,Adventure|Drama
1,1.0,Drama|Mystery|Thriller
1,3.0,Comedy
1,3.0,Comedy|Crime
1,5.0,Comedy
1,5.0,Comedy|Horror|Mystery|Thriller
1,5.0,Drama|Mystery|Thriller
1,4.0,Action|Children|Fantasy
1,4.0,Action|Adventure|Children|Comedy|Fantasy
1,5.0,Action|Drama|War
1,5.0,Comedy|Drama|War
1,5.0,Comedy
1,4.0,Adventure|Fantasy|Romance
1,4.0,Adventure|Comedy|Fantasy
1,4.0,Action|Sci-Fi|Thriller
1,5.0,Action|Adventure|Drama
1,4.0,Comedy
1,4.0,Action|Adventure|Thriller
1,5.0,Comedy|Western
1,5.0,Action|Adventure|Sci-Fi
1,5.0,Action|Adventure|Sci-Fi|Thriller
1,5.0,Action|Crime|Drama|Thriller
1,4.0,Action|Adventure|Comedy|Fantasy
1,4.0,Action|Crime|Thriller
1,5.0,Action|Adventure|Sci-Fi
1,4.0,Comedy
1,4.0,Adventure|Animation|Children|Sci-Fi
1,5.0,Comedy|Drama|War
2,3.0,Crime|Drama
2,4.0,Comedy
2,4.5,Drama|Romance
2,4.0,Action|Adventure|Drama
2,4.0,Action|Crime|Thriller
2,3.5,Action|Crime|Drama|Thriller
2,4.0,Action|Comedy
2,4.0,Crime|Drama|Thriller
2,4.5,Action|Crime|Drama|IMAX
2,5.0,Comedy
2,4.5,Action|Drama|War
2,3.0,Action|Comedy|Horror
2,4.0,Drama|Mystery|Thriller
2,3.0,Comedy|Documentary
2,4.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
2,4.5,Crime|Drama|Thriller
2,5.0,Documentary
2,4.0,Comedy
2,5.0,Drama
2,3.5,Action|Adventure|Crime|IMAX
2,2.5,Drama|Thriller
2,3.5,Action|Drama|Western
2,5.0,Comedy|Crime|Drama
2,3.0,Sci-Fi|IMAX
2,4.0,Drama
2,2.0,Crime|Drama|Thriller
2,3.5,Drama|Sci-Fi|Thriller
2,5.0,Action|Adventure|Sci-Fi|Thriller
2,5.0,Documentary
3,0.5,Drama
3,0.5,Drama|War
3,0.5,Action|Crime|Drama|War
3,0.5,Action|Adventure|Comedy|War
3,0.5,Adventure|Animation|Comedy
3,5.0,Action|Adventure|Sci-Fi|Thriller
3,0.5,Comedy|Drama|Musical|Romance
3,0.5,Drama
3,0.5,Drama
3,0.5,Drama|War
3,0.5,Drama|War
3,3.5,Action|Adventure|Fantasy
3,0.5,Children|Drama|Fantasy
3,3.0,Adventure|Sci-Fi
3,4.5,Action|Adventure|Fantasy
3,0.5,Animation|Children|Drama
3,0.5,Animation|Children|Comedy|Romance
3,0.5,Adventure|Animation|Children|Crime|Drama
3,2.0,Action|Adventure|Sci-Fi
3,4.0,Action|Horror|Sci-Fi|Thriller
3,0.5,Comedy|Romance
3,5.0,Adventure|Sci-Fi|Thriller
3,4.5,Horror|Sci-Fi
3,0.5,Comedy|Drama|Romance
3,5.0,Action|Adventure|Sci-Fi|Thriller
3,0.5,Drama
3,5.0,Comedy|Horror
3,0.5,Adventure|Children|Comedy
3,5.0,Action|Sci-Fi|Thriller
3,5.0,Action|Horror|Mystery|Sci-Fi
3,4.5,Drama|Horror|Sci-Fi|Thriller
3,5.0,Sci-Fi
3,0.5,Comedy|Drama|Romance
3,5.0,Action|Horror|Sci-Fi
3,4.5,Action
3,5.0,Action|Sci-Fi
3,4.5,Horror|Sci-Fi
3,5.0,Fantasy|Horror
3,0.5,Action|Drama|Sci-Fi|Thriller
4,3.0,Comedy|Crime|Thriller
4,2.0,Mystery|Sci-Fi|Thriller
4,3.0,Comedy|Drama|Thriller
4,2.0,Mystery|Thriller
4,3.0,Comedy|Drama|Romance
4,3.0,Comedy|Drama|Romance
4,4.0,Comedy|Drama
4,5.0,Comedy
4,1.0,Adventure|Children|Fantasy
4,5.0,Documentary
4,3.0,Comedy|Drama
4,5.0,Comedy
4,2.0,Thriller
4,5.0,Drama|Romance
4,1.0,Drama|Romance
4,5.0,Comedy|Drama|Romance
4,2.0,Comedy|Drama
4,3.0,Crime|Drama
4,5.0,Action|Adventure|Sci-Fi
4,5.0,Drama|Fantasy|Romance
4,1.0,Comedy|Crime|Drama|Thriller
4,5.0,Comedy|Drama|Thriller
4,5.0,Comedy
4,4.0,Comedy|Drama
4,4.0,Comedy
4,3.0,Comedy|Drama|Romance
4,3.0,Comedy|Romance
4,4.0,Adventure|Comedy|Western
4,2.0,Comedy|Romance
4,1.0,Comedy
4,2.0,Comedy|Drama
4,5.0,Thriller
4,5.0,Drama
4,5.0,Comedy|Mystery
4,1.0,Drama|Romance
4,5.0,Drama
4,1.0,Comedy|Drama|Romance
4,2.0,Action|Drama|Western
4,4.0,Adventure|Animation|Children|Comedy|Musical
4,5.0,Crime|Horror|Thriller
4,3.0,Animation|Children|Fantasy|Musical|Romance|IMAX
4,2.0,Adventure|Western
4,5.0,Comedy|Crime|Drama|Thriller
4,3.0,Action|Adventure|Mystery|Thriller
4,4.0,Comedy|Romance
4,3.0,Documentary
4,4.0,Drama|Mystery|Western
4,4.0,Comedy|Drama|Romance
4,5.0,Comedy|Drama|Romance
4,4.0,Comedy|Musical|Romance
4,4.0,Drama|Romance
4,4.0,Mystery|Thriller
4,5.0,Action|Adventure|Mystery|Romance|Thriller
4,5.0,Comedy|Crime
4,5.0,Drama|Romance
4,5.0,Comedy|Drama|Musical|Romance
4,5.0,Adventure|Children|Fantasy|Musical
4,5.0,Drama|Romance|War
4,5.0,Film-Noir|Romance|Thriller
4,3.0,Comedy|Romance
4,4.0,Animation|Children|Fantasy|Musical
4,5.0,Drama|Romance
4,3.0,Comedy|Musical|Romance
4,2.0,Comedy|Drama
4,4.0,Children|Comedy|Fantasy|Musical
4,5.0,Comedy|Sci-Fi
4,2.0,Comedy|Crime
4,5.0,Comedy
4,5.0,Crime|Drama
4,5.0,Crime|Mystery|Thriller
4,3.0,Drama|Romance|Thriller
4,5.0,Drama
4,5.0,Adventure|Comedy|Fantasy
4,4.0,Crime|Drama|Film-Noir
4,1.0,Drama|Romance|War
4,5.0,Comedy|Romance
4,5.0,Action|Adventure|Sci-Fi
4,5.0,Action|Adventure|Comedy|Fantasy|Romance
4,3.0,Action|Adventure
4,2.0,Fantasy|Sci-Fi
4,5.0,Drama
4,1.0,Drama|Fantasy|Romance
4,4.0,Crime|Drama
4,4.0,Crime|Horror
4,4.0,Drama
4,5.0,Adventure|Drama|War
4,4.0,Adventure|Drama
4,4.0,Comedy|Fantasy|Romance
4,4.0,Drama|Western
4,2.0,Comedy|Drama
4,5.0,Animation|Children|Fantasy|Musical
4,5.0,Drama|Western
4,4.0,Comedy
4,4.0,Action|Adventure
4,3.0,Action|Western
4,1.0,Action|Comedy|Sci-Fi
4,5.0,Comedy
4,4.0,Crime|Drama
4,4.0,Comedy|Crime|Romance
4,4.0,Action|Adventure|Comedy
4,3.0,Action|Comedy|Sci-Fi
4,1.0,Drama|Mystery|Romance|Thriller
4,2.0,Crime|Film-Noir|Mystery|Thriller
4,4.0,Comedy|Drama
4,1.0,Drama|Romance
4,4.0,Drama
4,4.0,Comedy|Crime
4,5.0,Drama|Romance
4,3.0,Comedy|Drama
4,5.0,Crime|Drama|Mystery|Thriller
4,2.0,Drama
4,4.0,Comedy|Drama|Romance
4,3.0,Comedy|Drama|Romance
4,2.0,Thriller
4,4.0,Comedy|Drama|Romance
4,3.0,Adventure|Animation|Children|Comedy|Drama|Musical|Romance
4,4.0,Comedy|Drama
4,1.0,Drama|Romance
4,3.0,Comedy|Romance
4,5.0,Drama|Musical|Romance
4,2.0,Comedy
4,5.0,Adventure|Fantasy|Musical
4,4.0,Comedy|Drama
4,2.0,Action|Adventure|Drama
4,4.0,Drama|Mystery|Thriller
4,5.0,Animation|Children|Comedy|Musical
4,4.0,Comedy
4,3.0,Comedy|Drama|Romance
4,5.0,Adventure|Comedy
4,5.0,Comedy|Fantasy
4,5.0,Crime|Drama|Film-Noir|Thriller
4,4.0,Crime|Drama|Thriller
4,5.0,Mystery|Thriller
4,1.0,Comedy|Drama
4,1.0,Comedy|Drama|Romance|War
4,2.0,Drama
4,4.0,Drama
4,4.0,Comedy
4,5.0,Comedy
4,3.0,Comedy|Drama
4,4.0,Action|Adventure|Comedy|Romance
